key,dataset,seed,backbone,regime,family,delta,alpha,lambda,P,W,balanced,macro,worst,PLCC,RMSE,centered_PLCC,heldout
agiqa3k__rn50__split42__logo_sd1_5,AGIQA-3K,42,RN50,logo,ridge_matched,0.0,0.75,0.0,0.49461959704537134,0.49461959704537134,0.49461959704537134,0.49461959704537134,0.49461959704537134,0.6928275970372948,0.526741202512847,0.6928275970372948,sd1.5
agiqa3k__rn50__split42__logo_sd1_5,AGIQA-3K,42,RN50,logo,sample_joint,0.0,100.0,100.0,0.5044685150068374,0.5044685150068374,0.5044685150068374,0.5044685150068374,0.5044685150068374,0.7023978588648183,0.5422009406025411,0.7023978588648185,sd1.5
agiqa3k__rn50__split42__logo_sd1_5,AGIQA-3K,42,RN50,logo,uncentered_joint,0.0,1.0,0.3,0.4933597300492381,0.4933597300492381,0.4933597300492381,0.4933597300492381,0.4933597300492381,0.6921747749356532,0.5269764465753239,0.6921747749356532,sd1.5
agiqa3k__rn50__split42__logo_sd1_5,AGIQA-3K,42,RN50,logo,cc_joint,0.005,100.0,100.0,0.5040666074989841,0.5040666074989841,0.5040666074989841,0.5040666074989841,0.5040666074989841,0.701032134626808,0.5464117230931657,0.7010321346268078,sd1.5
agiqa3k__rn50__split42__logo_sd1_5,AGIQA-3K,42,RN50,logo,ridge_matched,0.005,0.75,0.0,0.49461959704537134,0.49461959704537134,0.49461959704537134,0.49461959704537134,0.49461959704537134,0.6928275970372948,0.526741202512847,0.6928275970372948,sd1.5
agiqa3k__rn50__split42__logo_sd1_5,AGIQA-3K,42,RN50,logo,sample_joint,0.005,100.0,100.0,0.5044685150068374,0.5044685150068374,0.5044685150068374,0.5044685150068374,0.5044685150068374,0.7023978588648183,0.5422009406025411,0.7023978588648185,sd1.5
agiqa3k__rn50__split42__logo_sd1_5,AGIQA-3K,42,RN50,logo,uncentered_joint,0.005,1.0,0.3,0.4933597300492381,0.4933597300492381,0.4933597300492381,0.4933597300492381,0.4933597300492381,0.6921747749356532,0.5269764465753239,0.6921747749356532,sd1.5
agiqa3k__rn50__split42__logo_sd1_5,AGIQA-3K,42,RN50,logo,cc_joint,0.01,100.0,100.0,0.5040666074989841,0.5040666074989841,0.5040666074989841,0.5040666074989841,0.5040666074989841,0.701032134626808,0.5464117230931657,0.7010321346268078,sd1.5
agiqa3k__rn50__split42__logo_sd1_5,AGIQA-3K,42,RN50,logo,ridge_matched,0.01,0.75,0.0,0.49461959704537134,0.49461959704537134,0.49461959704537134,0.49461959704537134,0.49461959704537134,0.6928275970372948,0.526741202512847,0.6928275970372948,sd1.5
agiqa3k__rn50__split42__logo_sd1_5,AGIQA-3K,42,RN50,logo,sample_joint,0.01,100.0,100.0,0.5044685150068374,0.5044685150068374,0.5044685150068374,0.5044685150068374,0.5044685150068374,0.7023978588648183,0.5422009406025411,0.7023978588648185,sd1.5
agiqa3k__rn50__split42__logo_sd1_5,AGIQA-3K,42,RN50,logo,uncentered_joint,0.01,1.0,0.3,0.4933597300492381,0.4933597300492381,0.4933597300492381,0.4933597300492381,0.4933597300492381,0.6921747749356532,0.5269764465753239,0.6921747749356532,sd1.5
agiqa3k__rn50__split42__logo_sd1_5,AGIQA-3K,42,RN50,logo,cc_joint,0.02,100.0,100.0,0.5040666074989841,0.5040666074989841,0.5040666074989841,0.5040666074989841,0.5040666074989841,0.701032134626808,0.5464117230931657,0.7010321346268078,sd1.5
agiqa3k__rn50__split42__logo_sd1_5,AGIQA-3K,42,RN50,logo,ridge_matched,0.02,0.75,0.0,0.49461959704537134,0.49461959704537134,0.49461959704537134,0.49461959704537134,0.49461959704537134,0.6928275970372948,0.526741202512847,0.6928275970372948,sd1.5
agiqa3k__rn50__split42__logo_sd1_5,AGIQA-3K,42,RN50,logo,sample_joint,0.02,100.0,100.0,0.5044685150068374,0.5044685150068374,0.5044685150068374,0.5044685150068374,0.5044685150068374,0.7023978588648183,0.5422009406025411,0.7023978588648185,sd1.5
agiqa3k__rn50__split42__logo_sd1_5,AGIQA-3K,42,RN50,logo,uncentered_joint,0.02,1.0,0.3,0.4933597300492381,0.4933597300492381,0.4933597300492381,0.4933597300492381,0.4933597300492381,0.6921747749356532,0.5269764465753239,0.6921747749356532,sd1.5
agiqa3k__rn50__split42__logo_sd1_5,AGIQA-3K,42,RN50,logo,cc_joint,0.05,100.0,100.0,0.5040666074989841,0.5040666074989841,0.5040666074989841,0.5040666074989841,0.5040666074989841,0.701032134626808,0.5464117230931657,0.7010321346268078,sd1.5
agiqa3k__rn50__split42__logo_sd1_5,AGIQA-3K,42,RN50,logo,ridge_matched,0.05,0.75,0.0,0.49461959704537134,0.49461959704537134,0.49461959704537134,0.49461959704537134,0.49461959704537134,0.6928275970372948,0.526741202512847,0.6928275970372948,sd1.5
agiqa3k__rn50__split42__logo_sd1_5,AGIQA-3K,42,RN50,logo,sample_joint,0.05,100.0,100.0,0.5044685150068374,0.5044685150068374,0.5044685150068374,0.5044685150068374,0.5044685150068374,0.7023978588648183,0.5422009406025411,0.7023978588648185,sd1.5
agiqa3k__rn50__split42__logo_sd1_5,AGIQA-3K,42,RN50,logo,uncentered_joint,0.05,1.0,0.3,0.4933597300492381,0.4933597300492381,0.4933597300492381,0.4933597300492381,0.4933597300492381,0.6921747749356532,0.5269764465753239,0.6921747749356532,sd1.5
agiqa3k__rn50__split42__logo_xl2_2,AGIQA-3K,42,RN50,logo,cc_joint,0.0,3.0,3.0,0.5210974172796011,0.5210974172796011,0.5210974172796011,0.5210974172796011,0.5210974172796011,0.5961160287000654,0.4112808299455954,0.5961160287000654,xl2.2
agiqa3k__rn50__split42__logo_xl2_2,AGIQA-3K,42,RN50,logo,ridge_matched,0.0,0.5,0.0,0.4861342813407106,0.4861342813407106,0.4861342813407106,0.4861342813407106,0.4861342813407106,0.5687257591730495,0.40566147411352,0.5687257591730495,xl2.2
agiqa3k__rn50__split42__logo_xl2_2,AGIQA-3K,42,RN50,logo,sample_joint,0.0,10.0,10.0,0.5199582836389153,0.5199582836389153,0.5199582836389153,0.5199582836389153,0.5199582836389153,0.5998658564553534,0.44745118622724234,0.5998658564553535,xl2.2
agiqa3k__rn50__split42__logo_xl2_2,AGIQA-3K,42,RN50,logo,uncentered_joint,0.0,1.0,0.03,0.49645070759930626,0.49645070759930626,0.49645070759930626,0.49645070759930626,0.49645070759930626,0.5782704969861917,0.3994767772171349,0.5782704969861919,xl2.2
agiqa3k__rn50__split42__logo_xl2_2,AGIQA-3K,42,RN50,logo,cc_joint,0.005,3.0,3.0,0.5210974172796011,0.5210974172796011,0.5210974172796011,0.5210974172796011,0.5210974172796011,0.5961160287000654,0.4112808299455954,0.5961160287000654,xl2.2
agiqa3k__rn50__split42__logo_xl2_2,AGIQA-3K,42,RN50,logo,ridge_matched,0.005,0.5,0.0,0.4861342813407106,0.4861342813407106,0.4861342813407106,0.4861342813407106,0.4861342813407106,0.5687257591730495,0.40566147411352,0.5687257591730495,xl2.2
agiqa3k__rn50__split42__logo_xl2_2,AGIQA-3K,42,RN50,logo,sample_joint,0.005,10.0,10.0,0.5199582836389153,0.5199582836389153,0.5199582836389153,0.5199582836389153,0.5199582836389153,0.5998658564553534,0.44745118622724234,0.5998658564553535,xl2.2
agiqa3k__rn50__split42__logo_xl2_2,AGIQA-3K,42,RN50,logo,uncentered_joint,0.005,1.0,0.03,0.49645070759930626,0.49645070759930626,0.49645070759930626,0.49645070759930626,0.49645070759930626,0.5782704969861917,0.3994767772171349,0.5782704969861919,xl2.2
agiqa3k__rn50__split42__logo_xl2_2,AGIQA-3K,42,RN50,logo,cc_joint,0.01,3.0,3.0,0.5210974172796011,0.5210974172796011,0.5210974172796011,0.5210974172796011,0.5210974172796011,0.5961160287000654,0.4112808299455954,0.5961160287000654,xl2.2
agiqa3k__rn50__split42__logo_xl2_2,AGIQA-3K,42,RN50,logo,ridge_matched,0.01,0.5,0.0,0.4861342813407106,0.4861342813407106,0.4861342813407106,0.4861342813407106,0.4861342813407106,0.5687257591730495,0.40566147411352,0.5687257591730495,xl2.2
agiqa3k__rn50__split42__logo_xl2_2,AGIQA-3K,42,RN50,logo,sample_joint,0.01,10.0,10.0,0.5199582836389153,0.5199582836389153,0.5199582836389153,0.5199582836389153,0.5199582836389153,0.5998658564553534,0.44745118622724234,0.5998658564553535,xl2.2
agiqa3k__rn50__split42__logo_xl2_2,AGIQA-3K,42,RN50,logo,uncentered_joint,0.01,1.0,0.03,0.49645070759930626,0.49645070759930626,0.49645070759930626,0.49645070759930626,0.49645070759930626,0.5782704969861917,0.3994767772171349,0.5782704969861919,xl2.2
agiqa3k__rn50__split42__logo_xl2_2,AGIQA-3K,42,RN50,logo,cc_joint,0.02,3.0,3.0,0.5210974172796011,0.5210974172796011,0.5210974172796011,0.5210974172796011,0.5210974172796011,0.5961160287000654,0.4112808299455954,0.5961160287000654,xl2.2
agiqa3k__rn50__split42__logo_xl2_2,AGIQA-3K,42,RN50,logo,ridge_matched,0.02,0.5,0.0,0.4861342813407106,0.4861342813407106,0.4861342813407106,0.4861342813407106,0.4861342813407106,0.5687257591730495,0.40566147411352,0.5687257591730495,xl2.2
agiqa3k__rn50__split42__logo_xl2_2,AGIQA-3K,42,RN50,logo,sample_joint,0.02,10.0,10.0,0.5199582836389153,0.5199582836389153,0.5199582836389153,0.5199582836389153,0.5199582836389153,0.5998658564553534,0.44745118622724234,0.5998658564553535,xl2.2
agiqa3k__rn50__split42__logo_xl2_2,AGIQA-3K,42,RN50,logo,uncentered_joint,0.02,1.0,0.03,0.49645070759930626,0.49645070759930626,0.49645070759930626,0.49645070759930626,0.49645070759930626,0.5782704969861917,0.3994767772171349,0.5782704969861919,xl2.2
agiqa3k__rn50__split42__logo_xl2_2,AGIQA-3K,42,RN50,logo,cc_joint,0.05,3.0,3.0,0.5210974172796011,0.5210974172796011,0.5210974172796011,0.5210974172796011,0.5210974172796011,0.5961160287000654,0.4112808299455954,0.5961160287000654,xl2.2
agiqa3k__rn50__split42__logo_xl2_2,AGIQA-3K,42,RN50,logo,ridge_matched,0.05,0.5,0.0,0.4861342813407106,0.4861342813407106,0.4861342813407106,0.4861342813407106,0.4861342813407106,0.5687257591730495,0.40566147411352,0.5687257591730495,xl2.2
agiqa3k__rn50__split42__logo_xl2_2,AGIQA-3K,42,RN50,logo,sample_joint,0.05,10.0,10.0,0.5199582836389153,0.5199582836389153,0.5199582836389153,0.5199582836389153,0.5199582836389153,0.5998658564553534,0.44745118622724234,0.5998658564553535,xl2.2
agiqa3k__rn50__split42__logo_xl2_2,AGIQA-3K,42,RN50,logo,uncentered_joint,0.05,1.0,0.03,0.49645070759930626,0.49645070759930626,0.49645070759930626,0.49645070759930626,0.49645070759930626,0.5782704969861917,0.3994767772171349,0.5782704969861919,xl2.2
agiqa3k__rn50__split43,AGIQA-3K,43,RN50,core,cc_joint,0.0,100.0,100.0,0.8529111343049999,0.6222820660843036,0.7375966001946517,0.5932440254277691,0.432176478753224,0.8703105265903003,0.6042369032588755,0.7331716349403615,
agiqa3k__rn50__split43,AGIQA-3K,43,RN50,core,ridge_matched,0.0,0.7692307692307692,0.0,0.8674293044566814,0.5930214719291327,0.730225388192907,0.549571406280604,0.3736986390558589,0.9054485053630494,0.4511439492750427,0.7098901442789366,
agiqa3k__rn50__split43,AGIQA-3K,43,RN50,core,sample_joint,0.0,10.0,10.0,0.8665715492767675,0.6184743435453832,0.7425229464110754,0.5819705306791801,0.42862310988516855,0.8933984444380273,0.5185371075987674,0.7334201395153626,
agiqa3k__rn50__split43,AGIQA-3K,43,RN50,core,uncentered_joint,0.0,1.0,0.1,0.8669796865637336,0.5918741450062212,0.7294269157849773,0.5510577454328551,0.3829920653261578,0.9051918591336012,0.45184550876048657,0.7091861908882551,
agiqa3k__rn50__split43,AGIQA-3K,43,RN50,core,cc_joint,0.005,100.0,100.0,0.8529111343049999,0.6222820660843036,0.7375966001946517,0.5932440254277691,0.432176478753224,0.8703105265903003,0.6042369032588755,0.7331716349403615,
agiqa3k__rn50__split43,AGIQA-3K,43,RN50,core,ridge_matched,0.005,0.7692307692307692,0.0,0.8674293044566814,0.5930214719291327,0.730225388192907,0.549571406280604,0.3736986390558589,0.9054485053630494,0.4511439492750427,0.7098901442789366,
agiqa3k__rn50__split43,AGIQA-3K,43,RN50,core,sample_joint,0.005,10.0,10.0,0.8665715492767675,0.6184743435453832,0.7425229464110754,0.5819705306791801,0.42862310988516855,0.8933984444380273,0.5185371075987674,0.7334201395153626,
agiqa3k__rn50__split43,AGIQA-3K,43,RN50,core,uncentered_joint,0.005,1.0,0.1,0.8669796865637336,0.5918741450062212,0.7294269157849773,0.5510577454328551,0.3829920653261578,0.9051918591336012,0.45184550876048657,0.7091861908882551,
agiqa3k__rn50__split43,AGIQA-3K,43,RN50,core,cc_joint,0.01,100.0,100.0,0.8529111343049999,0.6222820660843036,0.7375966001946517,0.5932440254277691,0.432176478753224,0.8703105265903003,0.6042369032588755,0.7331716349403615,
agiqa3k__rn50__split43,AGIQA-3K,43,RN50,core,ridge_matched,0.01,0.7692307692307692,0.0,0.8674293044566814,0.5930214719291327,0.730225388192907,0.549571406280604,0.3736986390558589,0.9054485053630494,0.4511439492750427,0.7098901442789366,
agiqa3k__rn50__split43,AGIQA-3K,43,RN50,core,sample_joint,0.01,10.0,10.0,0.8665715492767675,0.6184743435453832,0.7425229464110754,0.5819705306791801,0.42862310988516855,0.8933984444380273,0.5185371075987674,0.7334201395153626,
agiqa3k__rn50__split43,AGIQA-3K,43,RN50,core,uncentered_joint,0.01,1.0,0.1,0.8669796865637336,0.5918741450062212,0.7294269157849773,0.5510577454328551,0.3829920653261578,0.9051918591336012,0.45184550876048657,0.7091861908882551,
agiqa3k__rn50__split43,AGIQA-3K,43,RN50,core,cc_joint,0.02,100.0,100.0,0.8529111343049999,0.6222820660843036,0.7375966001946517,0.5932440254277691,0.432176478753224,0.8703105265903003,0.6042369032588755,0.7331716349403615,
agiqa3k__rn50__split43,AGIQA-3K,43,RN50,core,ridge_matched,0.02,0.7692307692307692,0.0,0.8674293044566814,0.5930214719291327,0.730225388192907,0.549571406280604,0.3736986390558589,0.9054485053630494,0.4511439492750427,0.7098901442789366,
agiqa3k__rn50__split43,AGIQA-3K,43,RN50,core,sample_joint,0.02,10.0,10.0,0.8665715492767675,0.6184743435453832,0.7425229464110754,0.5819705306791801,0.42862310988516855,0.8933984444380273,0.5185371075987674,0.7334201395153626,
agiqa3k__rn50__split43,AGIQA-3K,43,RN50,core,uncentered_joint,0.02,1.0,0.1,0.8669796865637336,0.5918741450062212,0.7294269157849773,0.5510577454328551,0.3829920653261578,0.9051918591336012,0.45184550876048657,0.7091861908882551,
agiqa3k__rn50__split43,AGIQA-3K,43,RN50,core,cc_joint,0.05,100.0,100.0,0.8529111343049999,0.6222820660843036,0.7375966001946517,0.5932440254277691,0.432176478753224,0.8703105265903003,0.6042369032588755,0.7331716349403615,
agiqa3k__rn50__split43,AGIQA-3K,43,RN50,core,ridge_matched,0.05,0.7692307692307692,0.0,0.8674293044566814,0.5930214719291327,0.730225388192907,0.549571406280604,0.3736986390558589,0.9054485053630494,0.4511439492750427,0.7098901442789366,
agiqa3k__rn50__split43,AGIQA-3K,43,RN50,core,sample_joint,0.05,10.0,10.0,0.8665715492767675,0.6184743435453832,0.7425229464110754,0.5819705306791801,0.42862310988516855,0.8933984444380273,0.5185371075987674,0.7334201395153626,
agiqa3k__rn50__split43,AGIQA-3K,43,RN50,core,uncentered_joint,0.05,1.0,0.1,0.8669796865637336,0.5918741450062212,0.7294269157849773,0.5510577454328551,0.3829920653261578,0.9051918591336012,0.45184550876048657,0.7091861908882551,
agiqa3k__rn50__split44,AGIQA-3K,44,RN50,core,cc_joint,0.0,10.0,10.0,0.8765057890235372,0.63781270499305,0.7571592470082935,0.5709011995671676,0.3764932872904046,0.9022586918984681,0.5235991523845965,0.7451179339888954,
agiqa3k__rn50__split44,AGIQA-3K,44,RN50,core,ridge_matched,0.0,0.75,0.0,0.8752572750318579,0.6232211893063201,0.749239232169089,0.540297600080733,0.33477505886042885,0.9127050236997574,0.44039795467910464,0.7296619764284109,
agiqa3k__rn50__split44,AGIQA-3K,44,RN50,core,sample_joint,0.0,10.0,10.0,0.8798209062130387,0.6509494488148501,0.7653851775139444,0.5780199638956381,0.38642977736323814,0.9030485119687103,0.5155010391762687,0.750786881069242,
agiqa3k__rn50__split44,AGIQA-3K,44,RN50,core,uncentered_joint,0.0,1.0,0.3,0.8743734936533907,0.6197766114975763,0.7470750525754835,0.5369475070790858,0.33197736133188965,0.9124539172212623,0.4410573394221761,0.7282329957842281,
agiqa3k__rn50__split44,AGIQA-3K,44,RN50,core,cc_joint,0.005,10.0,10.0,0.8765057890235372,0.63781270499305,0.7571592470082935,0.5709011995671676,0.3764932872904046,0.9022586918984681,0.5235991523845965,0.7451179339888954,
agiqa3k__rn50__split44,AGIQA-3K,44,RN50,core,ridge_matched,0.005,0.75,0.0,0.8752572750318579,0.6232211893063201,0.749239232169089,0.540297600080733,0.33477505886042885,0.9127050236997574,0.44039795467910464,0.7296619764284109,
agiqa3k__rn50__split44,AGIQA-3K,44,RN50,core,sample_joint,0.005,10.0,10.0,0.8798209062130387,0.6509494488148501,0.7653851775139444,0.5780199638956381,0.38642977736323814,0.9030485119687103,0.5155010391762687,0.750786881069242,
agiqa3k__rn50__split44,AGIQA-3K,44,RN50,core,uncentered_joint,0.005,1.0,0.3,0.8743734936533907,0.6197766114975763,0.7470750525754835,0.5369475070790858,0.33197736133188965,0.9124539172212623,0.4410573394221761,0.7282329957842281,
agiqa3k__rn50__split44,AGIQA-3K,44,RN50,core,cc_joint,0.01,10.0,10.0,0.8765057890235372,0.63781270499305,0.7571592470082935,0.5709011995671676,0.3764932872904046,0.9022586918984681,0.5235991523845965,0.7451179339888954,
agiqa3k__rn50__split44,AGIQA-3K,44,RN50,core,ridge_matched,0.01,0.75,0.0,0.8752572750318579,0.6232211893063201,0.749239232169089,0.540297600080733,0.33477505886042885,0.9127050236997574,0.44039795467910464,0.7296619764284109,
agiqa3k__rn50__split44,AGIQA-3K,44,RN50,core,sample_joint,0.01,10.0,10.0,0.8798209062130387,0.6509494488148501,0.7653851775139444,0.5780199638956381,0.38642977736323814,0.9030485119687103,0.5155010391762687,0.750786881069242,
agiqa3k__rn50__split44,AGIQA-3K,44,RN50,core,uncentered_joint,0.01,1.0,0.3,0.8743734936533907,0.6197766114975763,0.7470750525754835,0.5369475070790858,0.33197736133188965,0.9124539172212623,0.4410573394221761,0.7282329957842281,
agiqa3k__rn50__split44,AGIQA-3K,44,RN50,core,cc_joint,0.02,10.0,10.0,0.8765057890235372,0.63781270499305,0.7571592470082935,0.5709011995671676,0.3764932872904046,0.9022586918984681,0.5235991523845965,0.7451179339888954,
agiqa3k__rn50__split44,AGIQA-3K,44,RN50,core,ridge_matched,0.02,0.75,0.0,0.8752572750318579,0.6232211893063201,0.749239232169089,0.540297600080733,0.33477505886042885,0.9127050236997574,0.44039795467910464,0.7296619764284109,
agiqa3k__rn50__split44,AGIQA-3K,44,RN50,core,sample_joint,0.02,10.0,10.0,0.8798209062130387,0.6509494488148501,0.7653851775139444,0.5780199638956381,0.38642977736323814,0.9030485119687103,0.5155010391762687,0.750786881069242,
agiqa3k__rn50__split44,AGIQA-3K,44,RN50,core,uncentered_joint,0.02,1.0,0.3,0.8743734936533907,0.6197766114975763,0.7470750525754835,0.5369475070790858,0.33197736133188965,0.9124539172212623,0.4410573394221761,0.7282329957842281,
agiqa3k__rn50__split44,AGIQA-3K,44,RN50,core,cc_joint,0.05,10.0,10.0,0.8765057890235372,0.63781270499305,0.7571592470082935,0.5709011995671676,0.3764932872904046,0.9022586918984681,0.5235991523845965,0.7451179339888954,
agiqa3k__rn50__split44,AGIQA-3K,44,RN50,core,ridge_matched,0.05,0.75,0.0,0.8752572750318579,0.6232211893063201,0.749239232169089,0.540297600080733,0.33477505886042885,0.9127050236997574,0.44039795467910464,0.7296619764284109,
agiqa3k__rn50__split44,AGIQA-3K,44,RN50,core,sample_joint,0.05,10.0,10.0,0.8798209062130387,0.6509494488148501,0.7653851775139444,0.5780199638956381,0.38642977736323814,0.9030485119687103,0.5155010391762687,0.750786881069242,
agiqa3k__rn50__split44,AGIQA-3K,44,RN50,core,uncentered_joint,0.05,1.0,0.3,0.8743734936533907,0.6197766114975763,0.7470750525754835,0.5369475070790858,0.33197736133188965,0.9124539172212623,0.4410573394221761,0.7282329957842281,
agiqa3k__rn50__split45,AGIQA-3K,45,RN50,core,cc_joint,0.0,30.0,30.0,0.8822571571236539,0.7097263895177154,0.7959917733206847,0.6417451998242423,0.419674873926324,0.8879571662216479,0.5693440550766101,0.7845543366280211,
agiqa3k__rn50__split45,AGIQA-3K,45,RN50,core,ridge_matched,0.0,0.3225806451612903,0.0,0.8956913869529615,0.6844905015136691,0.7900909442333153,0.5968105394936204,0.3276358326100681,0.9130754796327933,0.4347951366696014,0.7643104416191903,
agiqa3k__rn50__split45,AGIQA-3K,45,RN50,core,sample_joint,0.0,10.0,10.0,0.8922743420168653,0.7156906878568148,0.80398251493684,0.6414614031736642,0.4126159747058774,0.9014731116199995,0.5084329731132279,0.78459656692477,
agiqa3k__rn50__split45,AGIQA-3K,45,RN50,core,uncentered_joint,0.0,1.0,0.0,0.8941285097751819,0.6779147056395927,0.7860216077073873,0.598280950870698,0.34596645928730985,0.91265673246661,0.4364466421026146,0.7612837436458402,
agiqa3k__rn50__split45,AGIQA-3K,45,RN50,core,cc_joint,0.005,30.0,30.0,0.8822571571236539,0.7097263895177154,0.7959917733206847,0.6417451998242423,0.419674873926324,0.8879571662216479,0.5693440550766101,0.7845543366280211,
agiqa3k__rn50__split45,AGIQA-3K,45,RN50,core,ridge_matched,0.005,0.3225806451612903,0.0,0.8956913869529615,0.6844905015136691,0.7900909442333153,0.5968105394936204,0.3276358326100681,0.9130754796327933,0.4347951366696014,0.7643104416191903,
agiqa3k__rn50__split45,AGIQA-3K,45,RN50,core,sample_joint,0.005,10.0,10.0,0.8922743420168653,0.7156906878568148,0.80398251493684,0.6414614031736642,0.4126159747058774,0.9014731116199995,0.5084329731132279,0.78459656692477,
agiqa3k__rn50__split45,AGIQA-3K,45,RN50,core,uncentered_joint,0.005,1.0,0.0,0.8941285097751819,0.6779147056395927,0.7860216077073873,0.598280950870698,0.34596645928730985,0.91265673246661,0.4364466421026146,0.7612837436458402,
agiqa3k__rn50__split45,AGIQA-3K,45,RN50,core,cc_joint,0.01,30.0,30.0,0.8822571571236539,0.7097263895177154,0.7959917733206847,0.6417451998242423,0.419674873926324,0.8879571662216479,0.5693440550766101,0.7845543366280211,
agiqa3k__rn50__split45,AGIQA-3K,45,RN50,core,ridge_matched,0.01,0.3225806451612903,0.0,0.8956913869529615,0.6844905015136691,0.7900909442333153,0.5968105394936204,0.3276358326100681,0.9130754796327933,0.4347951366696014,0.7643104416191903,
agiqa3k__rn50__split45,AGIQA-3K,45,RN50,core,sample_joint,0.01,10.0,10.0,0.8922743420168653,0.7156906878568148,0.80398251493684,0.6414614031736642,0.4126159747058774,0.9014731116199995,0.5084329731132279,0.78459656692477,
agiqa3k__rn50__split45,AGIQA-3K,45,RN50,core,uncentered_joint,0.01,1.0,0.0,0.8941285097751819,0.6779147056395927,0.7860216077073873,0.598280950870698,0.34596645928730985,0.91265673246661,0.4364466421026146,0.7612837436458402,
agiqa3k__rn50__split45,AGIQA-3K,45,RN50,core,cc_joint,0.02,30.0,30.0,0.8822571571236539,0.7097263895177154,0.7959917733206847,0.6417451998242423,0.419674873926324,0.8879571662216479,0.5693440550766101,0.7845543366280211,
agiqa3k__rn50__split45,AGIQA-3K,45,RN50,core,ridge_matched,0.02,0.3225806451612903,0.0,0.8956913869529615,0.6844905015136691,0.7900909442333153,0.5968105394936204,0.3276358326100681,0.9130754796327933,0.4347951366696014,0.7643104416191903,
agiqa3k__rn50__split45,AGIQA-3K,45,RN50,core,sample_joint,0.02,10.0,10.0,0.8922743420168653,0.7156906878568148,0.80398251493684,0.6414614031736642,0.4126159747058774,0.9014731116199995,0.5084329731132279,0.78459656692477,
agiqa3k__rn50__split45,AGIQA-3K,45,RN50,core,uncentered_joint,0.02,1.0,0.0,0.8941285097751819,0.6779147056395927,0.7860216077073873,0.598280950870698,0.34596645928730985,0.91265673246661,0.4364466421026146,0.7612837436458402,
agiqa3k__rn50__split45,AGIQA-3K,45,RN50,core,cc_joint,0.05,30.0,30.0,0.8822571571236539,0.7097263895177154,0.7959917733206847,0.6417451998242423,0.419674873926324,0.8879571662216479,0.5693440550766101,0.7845543366280211,
agiqa3k__rn50__split45,AGIQA-3K,45,RN50,core,ridge_matched,0.05,0.3225806451612903,0.0,0.8956913869529615,0.6844905015136691,0.7900909442333153,0.5968105394936204,0.3276358326100681,0.9130754796327933,0.4347951366696014,0.7643104416191903,
agiqa3k__rn50__split45,AGIQA-3K,45,RN50,core,sample_joint,0.05,10.0,10.0,0.8922743420168653,0.7156906878568148,0.80398251493684,0.6414614031736642,0.4126159747058774,0.9014731116199995,0.5084329731132279,0.78459656692477,
agiqa3k__rn50__split45,AGIQA-3K,45,RN50,core,uncentered_joint,0.05,1.0,0.0,0.8941285097751819,0.6779147056395927,0.7860216077073873,0.598280950870698,0.34596645928730985,0.91265673246661,0.4364466421026146,0.7612837436458402,
agiqa3k__rn50__split46,AGIQA-3K,46,RN50,core,cc_joint,0.0,1.0,0.03,0.8840417237351194,0.6868498668767051,0.7854457953059122,0.6313335809413406,0.47098926794042956,0.9080285749561054,0.45909193336916665,0.7543679378601814,
agiqa3k__rn50__split46,AGIQA-3K,46,RN50,core,ridge_matched,0.0,0.970873786407767,0.0,0.8841525274875877,0.6870371144535773,0.7855948209705825,0.6315435524705716,0.47098926794042956,0.9081064934701863,0.45874418135077544,0.7543247572221725,
agiqa3k__rn50__split46,AGIQA-3K,46,RN50,core,sample_joint,0.0,1.0,0.03,0.884152133429503,0.6871417963157176,0.7856469648726103,0.6318862291592053,0.47028178713374585,0.9080645664186388,0.45899427634679135,0.75449768698758,
agiqa3k__rn50__split46,AGIQA-3K,46,RN50,core,uncentered_joint,0.0,1.0,0.03,0.8840209263907961,0.6861196224936487,0.7850702744422224,0.6305896576342739,0.47098926794042956,0.9080716469416025,0.4588385547210319,0.7541752863458666,
agiqa3k__rn50__split46,AGIQA-3K,46,RN50,core,cc_joint,0.005,1.0,0.03,0.8840417237351194,0.6868498668767051,0.7854457953059122,0.6313335809413406,0.47098926794042956,0.9080285749561054,0.45909193336916665,0.7543679378601814,
agiqa3k__rn50__split46,AGIQA-3K,46,RN50,core,ridge_matched,0.005,0.970873786407767,0.0,0.8841525274875877,0.6870371144535773,0.7855948209705825,0.6315435524705716,0.47098926794042956,0.9081064934701863,0.45874418135077544,0.7543247572221725,
agiqa3k__rn50__split46,AGIQA-3K,46,RN50,core,sample_joint,0.005,1.0,0.03,0.884152133429503,0.6871417963157176,0.7856469648726103,0.6318862291592053,0.47028178713374585,0.9080645664186388,0.45899427634679135,0.75449768698758,
agiqa3k__rn50__split46,AGIQA-3K,46,RN50,core,uncentered_joint,0.005,1.0,0.03,0.8840209263907961,0.6861196224936487,0.7850702744422224,0.6305896576342739,0.47098926794042956,0.9080716469416025,0.4588385547210319,0.7541752863458666,
agiqa3k__rn50__split46,AGIQA-3K,46,RN50,core,cc_joint,0.01,1.0,0.03,0.8840417237351194,0.6868498668767051,0.7854457953059122,0.6313335809413406,0.47098926794042956,0.9080285749561054,0.45909193336916665,0.7543679378601814,
