key,dataset,seed,backbone,regime,family,candidate_index,alpha,lambda,P,W,balanced,macro,worst,PLCC,RMSE,centered_PLCC,selected,validation_only,config_sha256,heldout
agiqa3k__rn50__split42,AGIQA-3K,42,RN50,core,cc_joint,54,1000.0,0.0,0.7747767859866171,0.3536886836642083,0.5642327348254127,0.3371269556699142,0.09432150663188973,0.8393572491981762,1.0705860291688052,0.4576713145022877,False,True,f8148c801d726bff2c867d84f11052caa0bb2eaddbe4d7d38ee57cc353706885,
agiqa3k__rn50__split42,AGIQA-3K,42,RN50,core,cc_joint,55,1000.0,0.03,0.7752699696867366,0.3562521758837667,0.5657610727852516,0.3402381640442805,0.09432150663188973,0.8400063737133513,1.0703794256041197,0.4603689854251107,False,True,f8148c801d726bff2c867d84f11052caa0bb2eaddbe4d7d38ee57cc353706885,
agiqa3k__rn50__split42,AGIQA-3K,42,RN50,core,cc_joint,56,1000.0,0.1,0.7765536140979018,0.3559592053443886,0.5662564097211452,0.3404481050436952,0.09432150663188973,0.8414452252628563,1.0698982837937867,0.46644255095471415,False,True,f8148c801d726bff2c867d84f11052caa0bb2eaddbe4d7d38ee57cc353706885,
agiqa3k__rn50__split42,AGIQA-3K,42,RN50,core,cc_joint,57,1000.0,0.3,0.7810378270941374,0.3753685035781876,0.5782031653361625,0.36607343745839205,0.15615384615384614,0.8450238859505319,1.0685307435692633,0.48221002390783896,False,True,f8148c801d726bff2c867d84f11052caa0bb2eaddbe4d7d38ee57cc353706885,
agiqa3k__rn50__split42,AGIQA-3K,42,RN50,core,cc_joint,58,1000.0,1.0,0.7888422028752412,0.40759526290977827,0.5982187328925097,0.4031076046318802,0.1676923076923077,0.8529027225584545,1.0638260061933855,0.5228007556321513,False,True,f8148c801d726bff2c867d84f11052caa0bb2eaddbe4d7d38ee57cc353706885,
agiqa3k__rn50__split42,AGIQA-3K,42,RN50,core,cc_joint,59,1000.0,3.0,0.8013642850902816,0.4446194148236854,0.6229918499569835,0.4464745578171114,0.1945945945945946,0.8572480059028457,1.0510414882948769,0.5747878631721394,False,True,f8148c801d726bff2c867d84f11052caa0bb2eaddbe4d7d38ee57cc353706885,
agiqa3k__rn50__split42,AGIQA-3K,42,RN50,core,cc_joint,60,1000.0,10.0,0.8058689999493396,0.49662168556329767,0.6512453427563186,0.4999226786614082,0.21003861003861005,0.8470234215187559,1.0126353179984566,0.6107840976998986,False,True,f8148c801d726bff2c867d84f11052caa0bb2eaddbe4d7d38ee57cc353706885,
agiqa3k__rn50__split42,AGIQA-3K,42,RN50,core,cc_joint,61,1000.0,30.0,0.8093554556215461,0.5219636372195031,0.6656595464205246,0.5290188300694799,0.20102960102960102,0.8418461703364825,0.9370243207202898,0.6331104831917365,False,True,f8148c801d726bff2c867d84f11052caa0bb2eaddbe4d7d38ee57cc353706885,
agiqa3k__rn50__split42,AGIQA-3K,42,RN50,core,cc_joint,62,1000.0,100.0,0.8246316214090775,0.5655430049519952,0.6950873131805364,0.5651963112653161,0.24427284427284426,0.8519469140526102,0.8170372978701597,0.6635175632982,False,True,f8148c801d726bff2c867d84f11052caa0bb2eaddbe4d7d38ee57cc353706885,
agiqa3k__rn50__split42,AGIQA-3K,42,RN50,core,ridge_matched,0,0.0009900990099009901,0.0,0.8120275317427472,0.4910918666325361,0.6515596991876417,0.44453155485304263,0.10692307692307693,0.8473055305999363,0.6039199749485765,0.5377758327772995,False,True,f8148c801d726bff2c867d84f11052caa0bb2eaddbe4d7d38ee57cc353706885,
